Abbasidia  (4016,3180)  (4108,3226) (4186,3226) (4030,3226) (4030,3286) (4108,3286) (4186,3286) (4030,3346) (4108,3346) (4186,3346) (4030,3406) (4108,3406) (4186,3406)  (4035,3411) | overflowToLeft=false 
Khomy  (4285,1282)  (4358,1330) (4436,1330) (4280,1330) (4280,1390) (4358,1390) (4436,1390) (4280,1450) (4358,1450) (4436,1450) (4280,1510) (4358,1510) (4436,1510) (4285,1515) | overflowToLeft=false 
Kievan (3518,2274) (3590,2321) (3668,2321) (3512,2321) (3512,2381) (3590,2381) (3668,2381) (3512,2441) (3590,2441) (3668,2441) (3512,2501) (3590,2501) (3668,2501) (3512,2321) (3512,2381)  (3512,2441)  (3512,501)  (3518,2326)  | overflowToLeft=false 
Kingsland  (7274,5284) (7378,5331) (7456,5331) (7300,5331) (7300,5391)  (7378,5391) (7456,5391) (7300,5451)  (7378,5451) (7456,5451) (7222,5331) (7222,5391) (7222,5451) (7534,5331) (7534,5391) (7534,5451) (7227,5456)  | overflowToLeft=false 
Kisite Coast  (4378,4990)  (4456,4990)  (4300,4990)  (4300,5050)  (4378,5050)  (4456,5050)  (4300,5110)  (4378,5110)  (4456,5110)  (4300,5160)  (4378,5160)  (4456,5160)  (4300,5220)  (4378,5220)  (4456,5220)  (4305,5225) | overflowToLeft=false
Koryak Sea  (8341,1879) (8419,1879) (8263,1879) (8263,1949) (8341,1949) (8419,1949)  (8263,2009) (8341,2009) (8419,2009) (8263,2069) (8341,2069) (8419,2069)  (8263,2129) (8341,2129) (8419,2129)  | overflowToLeft=false
Kozakhstan (4034,2269) (4148,2318) (4226,2318) (4070,2318) (4070,2378) (4148,2378) (4226,2378) (4070,2438) (4148,2438) (4226,2438) (4148,2498) (4226,2498) (4148,2548) (4226,2548) | overflowToLeft=false
Laccadive Sea  (5335,4218)  (5413,4218)  (5257,4218)  (5257,4278) (5335,4278)  (5413,4278)  (5257,4338) (5335,4338)  (5413,4338) (5335,4398)  (5413,4398)  (5491,4218)  (5491,4278)  (5491,4338)  (5491,4398)  (5418,4343) | overflowToLeft=false
Laponia  (2784,544)  (2868,593)  (2946,593)  (2790,593)  (2790,673)  (2868,673)  (2946,673) (2790,733)  (2868,733)  (2946,733)  (2712,593)  (2712,673)  (2712,733)  (2717,598) | overflowToLeft=false        
Lemuria  (5418,4823) (5510,4872)  (5588,4872)  (5432,4872)  (5432,4932) (5510,4932) (5588,4932) (5432,4992) (5510,4992) (5588,4992) (5432,5052)  (5432,5052) (5510,4872) (5588,5052) (5437,4997) | overflowToLeft=false  
Lena  (6583,1474) (6583,1534) (6583,1594) (6583,1654) (6583,1714) (6583,1774) (6583,1834) (6583,1894) (6583,1954) (6583,2014) (6583,2074) 
Lusambo  (3459,5208)  (3548,5256)  (3626,5256)  (3470,5256)  (3470,5316)  (3548,5316)  (3626,5316)  (3470,5376)  (3548,5376)  (3626,5376)  (3392,5256)  (3392,5316)  (3392,5376)  (3397,5381)  | overflowToLeft=false 
Madras  (5555,3882) (5642,3930) (5720,3930)  (5564,3930)  (5564,3990)  (5642,3990) (5720,3990)  (5564,4050)  (5642,4050) (5720,4050)  (5564,4110)  (5642,4110) (5720,4110)  (5564,4170)  (5642,4170) (5720,4170)  (5569,4175)  | overflowToLeft=false 
Maelstrom  (5618,5690) (5696,5690) (5538,5690) (5538,5750) (5618,5750) (5696,5750)  (5538,5810) (5618,5810) (5696,5810)  (5538,5870) (5618,5870)(5696,5870)  (5538,5930) (5618,5930) (5696,5930) (5553,5935) | overflowToLeft=false 
Magadan  (7152,1448) (7244,1498)  (7166,1498)  (7322,1498)  (7322,1558)  (7244,1558)  (7166,1558)  (7322,1618)  (7244,1618)  (7166,1618) (7088,1498)  (7088,1558) (7088,1698)  (7244,1698)  (7322,1698) | overflowToLeft=false 
Mali  (2069,4456) (2130,4505) (2208,4505) (2052,4505) (2052,4565) (2130,4565) (2208,4565)  (2052,4625) (2130,4625) (2208,4625)  (2052,4685) (2130,4685) (2208,4685)  (2057,4690) (2130,4685) | overflowToLeft=false  
Manchurei  (7100,2235)  (7208,2280)  (7286,2280)  (7128,2280)  (7128,2340)  (7208,2340)  (7286,2340)  (7128,2400)  (7208,2400)  (7286,2400)  (7128,2460)  (7208,2460)  (7286,2460)  (7143,2465) | overflowToLeft=false
Maravi  (3968,5712) (4044,5758) (4122,5758) (3966,5758) (3966,5818) (4044,5818) (4122,5818) (3966,5878) (4044,5878) (4122,5878) (3966,5938) (4044,5938) (4122,5938)  (3971,5943) | overflowToLeft=false 
Mauretanus  (1551,4424) (1664,4472)  (1742,4472) (1586,4472) (1586,4532)  (1664,4532)  (1742,4532)  (1586,4592)  (1664,4592)  (1742,4592)  (1586,4652)  (1664,4652)  (1742,4652)  (1591,4657) | overflowToLeft=false  
Merine  (4549,5707) (4548,5755) (4626,5755) (4470,5755) (4470,5815)  (4548,5815) (4626,5815) (4548,5875) (4626,5875) (4470,5935) (4548,5935) (4470,5875)  | overflowToLeft=false 
Mitumbe  (3765,5235) 
Mongolia  (6125,2177) (6222,2226) (6300,2226) (6144,2226) (6144,2286) (6222,2286) (6300,2286)  (6144,2346) (6222,2346) (6300,2346)  (6144,2406) (6222,2406) (6300,2406) | overflowToLeft=false 
Muscat  (4555,3757)  (4632,3805)  (4710,3805)  (4554,3805)  (4554,3865) (4632,3865)  (4710,3865)  (4554,3925)  (4632,3925)  (4710,3925)  (4476,3805)  (4476,3865)  (4559,3930)  | overflowToLeft=false 
Muscovy (3725,1783) (3818,1830) (3896,1830) (3740,1830) (3740,1890)  (3818,1890)  (3896,1890) (3740,1950)  (3818,1950)  (3896,1950) (3740,2010)  (3818,2010)  (3896,2010) (3745,2015)  | overflowToLeft=false 
Najeriya  (2505,4641) (2591,4688) (2669,4688)  (2513,4688)  (2513,4748) (2591,4748) (2669,4748)  (2513,4808) (2591,4808) (2669,4808) (2513,4868) (2591,4868) (2669,4868) (2528,4873) | overflowToLeft=false 
Namibia  (3369,5949) (3448,6000) (3526,6000) (3370,6000) (3370,6060) (3448,6060) (3526,6060) (3370,6120) (3448,6120) (3526,6120) (3292,6000) (3292,6060) (3292,6120) (3604,6000) (3604,6060) (3604,6120) (3297,6125) | overflowToLeft=false 
Narwhal Bay  (6700,575) (6778,575) (6622,575) (6622,635) (6700,635) (6778,635) (6622,695) (6700,695) (6544,575) (6544,635) (6544,695) (6544,755) | overflowToLeft=false 
Nenets  (4835,1355)  (4910,1405)  (4988,1405)  (4832,1405)  (4832,1465)  (4910,1465)  (4988,1465)  (4832,1525)  (4910,1525)  (4988,1525)   (4832,1585)  (4910,1585)  (4988,1585)   | overflowToLeft=false 
Nippon  (7868,2686)  (7945,2735) (8023,2735) (7867,2735) (7867,2795) (7945,2795) (8023,2795) (7867,2855) (7945,2855) (8023,2855) (7867,2915) (7945,2915) (8023,2915) (7872,2920) | overflowToLeft=false 
Nor Sea  (2123,986)  (2201,986)  (2045,986)  (2045,1046) (2123,1046)  (2201,1046)  (1967,986)  (1967,1046)  (1967,1106)  (1967,1166)  (1967,1226)  (1967,1286)  (1967,1346)  (1967,1426)  (1889,1226)  (1889,1286)  (1889,1346)  (1889,1426)  (1894,1431)  | overflowToLeft=false 
Normark  (2142,1184) (2237,1234)  (2315,1234) (2153,1234) (2153,1294) (2237,1294)  (2315,1294) (2153,1354) (2237,1354)  (2315,1354) (2153,1414) (2237,1414)  (2315,1414) (2158,1419) | overflowToLeft=false 
Nova Zealandia  (8357,6097) (8508,6146)  (8430,6146) (8430,6206)  (8508,6206) (8352,6266) (8430,6266) (8352,6326) (8430,6326)  (8278,6386) (8352,6386) | overflowToLeft=false
Novgrad  (3320,1432) (3413,1481) (3491,1481) (3335,1481) (3335,1541) (3413,1541) (3491,1541) (3335,1601) (3413,1601) (3491,1601) (3335,1661) (3413,1661) (3491,1661) (3340,1701)| overflowToLeft=false   
Nubia  (3357,4082)  (3430,4130)  (3508,4130)  (3352,4130)  (3352,4190)  (3430,4190)  (3508,4190)  (3352,4250)  (3430,4250)  (3508,4250)  (3352,4310)  (3430,4310)  (3508,4310)  | overflowToLeft=false
Nusantara  (6566,4433) (6672,4482)  (6750,4482)  (6596,4482)  (6672,4542)  (6750,4542)  (6672,4602)  (6750,4602)  (6672,4662)  (6750,4662)  (6828,4722) | overflowToLeft=false  
Okhotsk Sea  (7623,1655)  (7701,1655)  (7545,1655)  (7545,1715)  (7623,1715)  (7701,1715) (7545,1775)  (7623,1775)  (7701,1775) (7477,1655) (7477,1715) (7477,1775) (7779,1655) (7779,1715) (7779,1775) | overflowToLeft=false 
Onega Bay  (3598,699)  (3676,699) (3520,699) (3520,759) (3598,759)  (3520,819) (3520,879) (3442,840) (3364,840) (3286,840) | overflowToLeft=false
Ostyakia  (4836,1738)  (4918,1786)  (4996,1786)  (4840,1786)  (4840,1846)  (4918,1846)  (4996,1846)  (4840,1906)  (4918,1906)  (4996,1906)  (4840,1966)  (4918,1966)  (4996,1966)  (4845,1971)  | overflowToLeft=false
Papua  (7816,4733) (7887,4781)  (7965,4781)  (7809,4781)  (7809,4841)  (7887,4841)  (7965,4841)  (7809,4901)  (7887,4901)  (7965,4901)  (8043,4781)  (8043,4841)  (8043,4781) | overflowToLeft=false
Persia (4451,3130) (4522,3179) (4600,3179)  (4444,3179) (4444,3239) (4522,3239) (4600,3239) (4444,3299) (4522,3299) (4600,3299) (4444,3359) (4522,3359) (4600,3359) (4449,3364) | overflowToLeft=false 
Polonia  (2864,2022) (2940,2071) (3018,2071) (2862,2071) (2862,2131) (2940,2131) (3018,2131)  (2862,2191) (2940,2191) (3018,2191) (2862,2251) (2940,2251) (3018,2251)  (2867,2256)  | overflowToLeft=false 
Queensland  (7742,5517) (7858,5566) (7936,5566) (7780,5566) (7780,5626) (7858,5626) (7936,5626) (7780,5686) (7858,5686) (7936,5686) (7780,5766) (7858,5766) (7936,5766) (7780,5826) (7858,5826) (7936,5826) (7785,5831) | overflowToLeft=false 
Quilian  (6095,2907) 
Red Sea (3918,4073)  (3996,4073) (3840,4073) (3840,4133) (3918,4133)  (3996,4133) (3918,4193)  (3996,4193)  (4074,4193)  (4074,4253)  (4152,4253) (4240,4253) | overflowToLeft=false 
Rhine (2076,2491)  (2154,2491)  (1998,2491)  (1920,2491)  (1880,2431)  (2192,2551) (2192,2611)  (2192,2671)  (2003,2496) | overflowToLeft=false 
Rhodesia  (3608,5636) (3705,5684) (3783,5684) (3623,5684) (3623,5744) (3705,5744) (3783,5744) (3623,5804) (3705,5804) (3783,5804) (3623,5864) (3705,5864) (3783,5864) (3628,5870) | overflowToLeft=false 
Rio Congo  (3249,5125)  (3280,5185)  (3300,5245)  (3300,5305)  (3300,5365)  (3329,5425)  (3329,5485)  (3251,5485)  (3173,5485)  (3095,5485)
Rio Doro  (1680,4086) (1772,4136) (1850,4136) (1694,4136) (1694,4196) (1772,4196) (1850,4196) (1694,4256) (1772,4256) (1850,4256) (1616,4136) (1616,4196) (1616,4256) (1928,4136) (1928,4196) (1928,4256) (1621,4141) | overflowToLeft=false 
Sahara  (2886,4060) (2968,4108)  (3046,4108) (2890,4108)  (2890,4168) (2968,4168) (3046,4168) (2812,4108)  (2812,4168) (2734,4108)  (2734,4168)  (2656,4168)  (2656,4228)  (2578,4168)  (2578,4228)  (2583,4233) | overflowToLeft=false 
Sakhalin  (7682,1964)  (7770,2011)  (7848,2011)  (7696,2011)  (7696,2071)  (7770,2071)  (7848,2071)  (7696,2131)   (7770,2131)  (7848,2131) 
(7770,2191)  (7848,2191)| overflowToLeft=false  
Scotia  (1404,1666) (1478,1714) (1556,1714) (1400,1714) (1400,1774) (1478,1774) (1556,1774)  (1400,1834) (1478,1834) (1556,1834) (1400,1894) (1478,1894) (1556,1894) (1405,1899) | overflowToLeft=false 
Shambhala (5706,2678)  (5815,2727) (5893,2727) (5737,2727) (5737,2787)  (5815,2787)  (5893,2787) (5651,2727) (5651,2787) (5893,2727) (5893,2787) | overflowToLeft=false 
Shark Sea  (5730,4672)  (5808,4672)  (5730,4732)  (5808,4732)  (5730,4792)  (5808,4792)  (5730,4852)  (5808,4852)   (5730,4912)  (5808,492)  
Siam  (6757,3869) (6811,3916) (6889,3916) (6733,3916) (6733,3976) (6811,3976) (6889,3976) (6733,4046) (6811,4046) (6889,4046) (6811,4106) (6889,4106)
Siberia   (6208,1653) (6285,1701) (6363,1701) (6207,1701) (6207,1761) (6285,1761) (6363,1761) (6207,1821) (6285,1821) (6363,1821) (6207,1881) (6207,1881) (6285,1881) (6212,1886)| overflowToLeft=false 
Sinkiang  (6338,2832) (6428,2880) (6506,2880)  (6350,2880) (6350,2940)  (6428,2940)  (6506,2942)  (6350,3000)  (6428,3000)  (6506,3000)  (6350,3060)  (6428,3060)  (6506,3060)  (6355,3065)  | overflowToLeft=false 
Sino  (6848,3000) (6908,3047) (6986,3047) (6830,3047) (6830,3107) (6908,3107) (6986,3107) (6830,3167) (6908,3167) (6986,3167) (6830,3227) (6908,3227) (6986,3227) (6835,3232) | overflowToLeft=false 
Sirens Sea  (154,6316)  (232,6316)  (76,6316)  (76,6376)  (154,6376)  (232,6376)  (76,6436)  (154,6436)  (232,6436)  (76,6496)  (154,6496)  (232,6496)  (76,6556)  (154,6556)  (232,6556)  (76,6716)  (154,6716)  (76,6776)  (154,6776)  (76,6836)  (154,6836) | overflowToLeft=false
Skagerak  (2244,1603)  (2322,1603)  (2166,1603)  (2166,1663)  (2244,1663)  (2322,1663)  (2088,1603)  (2088,1663)  (2400,1603)  (2400,1663) | overflowToLeft=false 
Skeleton Coast (2990,6116) (3068,6116) (2912,6116) (2912,6176) (2990,6176) (3068,6176) (2912,6236) (2990,6236) (3068,6236)  (2912,6296) (2990,6296) (3068,6296) (3146,6116) (3146,6176) (3146,6236) (3146,6296) (3151,6301)  | overflowToLeft=false  
Sokoto  (2841,4320)  (2918,4368)  (2996,4368)  (2840,4368)  (2840,4428)  (2918,4428) (2996,4428)  (2840,4488)  (2918,4488) (2996,4488)  (2840,4548)  (2918,4548) (2996,4548)  (2762,4368)  (2762,4428)  (2762,4488)  (2762,4548)  (2767,4553) | overflowToLeft=false 
Solomon Sea  (7887,4566)  (7965,4566)  (7809,4566)  (7809,4626)  (7887,4626)  (7965,4626)  (7731,4566)  (7731,4626)  (7653,4566)  (7653,4626) | overflowToLeft=false 
Somalie  (4160,4408) (4238,4458) (4316,4458) (4160,4458)  (4160,4518) (4238,4518) (4316,4518) (4160,4578) (4238,4578) (4316,4578) (4160,4638) (4238,4638) (4160,4638)  | overflowToLeft=false 
Strait of Gibraltar  (1702,3745)  (1780,3745) (1702,3805)  (1780,3805)  (1624,3805)  (1545,3805)  (1585,3865)  (1585,3925)  (1858,3745) 
Suez  (3564,3851) (3642,3851) (3720,3851)  (3564,3911) (3642,3911) (3720,3911) (3642,3971) (3720,3971) (3466,3851)  (3647,3971) | overflowToLeft=false 
Sulu Sea (7778,4062)  (7856,4062)  (7700,4062)  (7700,4122) (7778,4122)  (7856,4122) (7700,4182) (7778,4182)  (7856,4182)  (7700,4242) (7778,4242)  (7856,4242)  (7622,4062)  (7622,4122)  (7622,4182)  (7622,4242)  (7627,4247) | overflowToLeft=false
Svealand  (2462,1387) (2550,1434) (2628,1434) (2472,1434) (2472,1494) (2550,1494) (2628,1494)  (2472,1554) (2550,1554) (2628,1554)  (2550,1614) (2628,1614)  (2472,1614) (2394,1434) (2394,1494) (2633,1619) | overflowToLeft=false
Svir (3498,1235) (3576,1235) (3420,1235) (3342,1260) (3264,1260) (3186,1260) (3264,1235) (3108,1260) (3113,1265) | overflowToLeft=false 
Taklamakan  (6100,2600) 
Tangayika  (3928,5178)  (4023,5226)  (4101,5226)  (3945,5226)  (3945,5286) (4023,5286) (4101,5286)  (3945,5346) (4023,5346) (4101,5346)  (3945,5406) (4023,5406) (4101,5406)  (3945,5466) (4023,5466) (4101,5466) (3950,5471) | overflowToLeft=false 
Tasman Sea (7128,6650)  (7206,6650)  (7050,6650) (7050,6710) (7128,6710)  (7206,6710)  (7050,6770) (7128,6770)  (7206,6770)  (7050,6830) (7128,6830)  (7206,6830)  (7050,6880) (7128,6880)  (7206,6880) | overflowToLeft=false 
Tatarstan  (5212,2469)  (5310,2520) (5388,2520) (5232,2520) (5232,2580) (5310,2580) (5388,2580) (5232,2640) (5310,2640) (5388,2640) (5310,2700)(5388,2700) (5154,2520) (5154,2580)  (5154,2643) | overflowToLeft=false
Tenkinsky  (7160,1890) 
Terra Yakut  (6735,1258) (6854,1305) (6776,1305) (6932,1305) (6932,1365) (6854,1365) (6776,1365) (6932,1425) (6854,1425) (6776,1425) (6932,1485) (6854,1485) (6776,1485)  (6932,1545) (6854,1545) (6776,1545) | overflowToLeft=false 
The Great Bight  (7708,6400)  (7786,6400)  (7630,6400)  (7630,6460)  (7708,6460)  (7786,6460)  (7630,6520) (7708,6520) (7786,6520) | overflowToLeft=false
Thule  (458,489) (528,537) (606,537) (453,537) (453,597) (528,597) (606,597) (453,657) (528,657) (606,657) (453,717) (528,717) (606,717) (458,722)   | overflowToLeft=false        
Thyreno Sea  (2250,3433)  (2328,3433)  (2172,3433)  (2172,3493)  (2250,3493)  (2328,3493)  (2172,3553)  (2250,3553)  (2328,3553)  (2172,3613)  (2250,3613)  (2328,3613)  (2406,3433)  (2406,3493)  (2406,3553)  (2406,3613)  (2094,3433)  (2094,3493)  (2094,3553)  (2094,3613)  (2099,3618)   | overflowToLeft=false  
Tibet  (5939,3010) (5998,3058) (6076,3058) (5920,3058)  (5920,3118) (5998,3118) (6076,3118) (5998,3178) (6076,3178) (6154,3058) (6154,3118) (6154,3178) | overflowToLeft=false   
Timur Sea  (7360,4870)  (7438,4870)  (7282,4870)  (7282,4930)  (7360,4930)  (7346,4870)  (7282,4990)  (7360,4990)  (7346,4870)  | overflowToLeft=false Tjukaruru Desert  (7168,5608) (7334,5654) (7412,5654) (7256,5654)  (7256,5714) (7334,5714) (7412,5714)  (7256,5774) (7334,5774) (7412,5774)  (7256,5834) (7334,5834) (7412,5834)  (7261,5839) | overflowToLeft=false
Tjukaruru Desert  (7168,5608) (7334,5654) (7412,5654) (7256,5654)  (7256,5714) (7334,5714) (7412,5714)  (7256,5774) (7334,5774) (7412,5774)  (7256,5834) (7334,5834) (7412,5834)  (7261,5839) | overflowToLeft=false
Tonkin  (6825,3431) (6904,3480) (6982,3480) (6826,3480) (6826,3540) (6904,3540) (6982,3540) (6826,3600) (6904,3600) (6982,3600) (6826,3660) (6904,3660)  (6982,3660) (6831,3665) | overflowToLeft=false
Tonkin Bay (7362,3510) (7440,3510)  (7284,3510) (7284,3570)  (7362,3570)  (7440,3570)  (7284,3630)  (7362,3630) (7284,3690)  (7206,3510)  (7206,3570)  (7206,3630)  (7206,3690)  (7128,3510)  (7128,3570)  (7128,3630)  (7128,3690) | overflowToLeft=false 
Tripolis (2566,3873) (2654,3922) (2732,3922) (2576,3922) (2576,3982)(2654,3982) (2732,3982) (2576,4042)  (2654,4042) (2732,4042)  (2498,3922) (2498,3982) (2498,4042) (2420,3922) (2420,3982)  (2503,4047)  | overflowToLeft=false  
Tuareg  (2163,4125) (2238,4173) (2316,4173) (2160,4173) (2160,4233) (2238,4233)  (2316,4233)  (2082,4173) (2082,4233)  (2394,4173) (2394,4233) | overflowToLeft=false 
Tuna Coast  (4798,5420)  (4876,5420)  (4720,5420)  (4720,5480) (4798,5480)  (4876,5480)  (4720,5540) (4798,5540)  (4876,5540)   (4720,5600) (4798,5600)  (4876,5600) (4954,5420)  (4954,5480)  (4954,5540)  (4954,5600) | overflowToLeft=false 
Turkestan  (4496,2731) (4604,2780) (4682,2780) (4526,2780)  (4526,2840) (4604,2840) (4682,2840)  (4526,2900) (4604,2900) (4682,2900)  (4526,2960) (4604,2960) (4682,2960)  (4531,2965)  | overflowToLeft=false
Turtle Coast  (6388,5587)  (6466,5587)  (6310,5587)  (6310,5647)  (6388,5647)  (6466,5647) (6310,5707)  (6388,5707)  (6466,5707)   (6310,5767)  (6388,5767)  (6466,5767)  (6310,5827)  (6388,5827)  (6466,5827)  (6315,5832) | overflowToLeft=false
Tuva  (5724,1910) (5777,1958)  (5855,1958)  (5699,1958) (5699,2018) (5777,2018)  (5855,2018)   (5699,2078) (5777,2078)  (5855,2078)  (5699,2138) (5777,2138)  (5855,2138)  (5704,2143) | overflowToLeft=false 
Umbundu  (3210,5581) (3300,5628)  (3378,5628)  (3222,5628)  (3222,5688) (3300,5688) (3378,5688)  (3222,5748) (3300,5748)  (3378,5748) (3222,5808) (3300,5808)  (3378,5808) | overflowToLeft=false
Ural  (4588,1815)  (4588,1737)  (4640,1677)  (4640,1617)  
Uyguria  (5700,2379)  (5790,2425)  (5868,2425)  (5712,2425)  (5712,2485)  (5790,2485)  (5868,2485)  (5712,2545)  (5790,2545)  (5868,2545) (5966,2425)  (5966,2485)  (5966,2545)  (5634,2425)  (5634,2485)  (5634,2545)
Vepsia  (3800,1282)  (3871,1331)  (3949,1331)  (3793,1331)  (3793,1391) (3871,1391)  (3949,1391) (3793,1451) (3871,1451)  (3949,1451) (3793,1511) (3871,1511)  (3949,151) (3798,1516) | overflowToLeft=false 
Volga  (4093,1734)  (4103,1794)  (4093,1854) (4083,1914) (4073,1974)  | overflowToLeft=false 
West Australis  (6710,5689) (6848,5737)  (6926,5737)  (6770,5737)  (6770,5797) (6848,5797)  (6926,5797)  (6770,5857) (6848,5857)  (6926,5857)  (6770,5917) (6848,5917)  (6926,5917)  (6692,5737)  (6692,5797)  (6692,5857)  (6692,5917)  (6697,5922) | overflowToLeft=false
Whale Sea (8248,2628) (8326,2628) (8170,2628) (8170,2688) (8248,2688) (8326,2688) (8170,2748) (8248,2748) (8326,2748) (8170,2808) (8248,2808) (8326,2808) (8170,2868) (8248,2868) (8170,2928) (8248,2928) | overflowToLeft=false
White Sea  (4380,727)  (4458,727)  (4302,727) (4302,787)  (4380,787)  (4458,787)   (4302,847)  (4380,847)  (4458,847)  (4302,907)  (4380,907)  (4458,907)  (4380,967)  (4458,967)  (4385,972) | overflowToLeft=false 
Yakut Bay (6898,871) (6976,871) (6820,871) (6820,931) (6898,931) (6976,931) (6820,991) (6898,991) (6976,991) (6820,1051) (6898,1051) (6976,1051) (6742,871) (6742,931) (6742,991) (6742,1051) | overflowToLeft=false 
Yamalia  (5525,1525) (5608,1573) (5686,1573) (5530,1573) (5530,1633) (5608,1633) (5686,1633) (5608,1693) (5686,1693) (5608,1753) (5686,1753) (5452,1573) (5452,1633) (5452,1693) (5452,1753) | overflowToLeft=false  
Yellow Sea (7422,3081) (7500,3081) (7344,3081) (7344,3141) (7422,3141) (7500,3141) (7344,3201) (7422,3201) (7500,3201) (7344,3261) (7422,3261) (7500,3261) (7266,3081) (7266,3141) (7266,3201) (7266,3261)  | overflowToLeft=false 
